y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
3.0,1.773008,1.300952,0.5304800000000001,6.35346889258029,7.090163,2.0,0.599194,4.0,5.1707,1.660021,8.984816,11.136336
3.0,1.782641,1.388407,0.421017,5.587854,9.744226,2.0,0.228738,2.0,4.427985,0.128606,9.061086,17.888414
1.0,1.7742708565121408,1.2805742610619473,1.575602,6.111249,3.3191839999999995,2.0,0.012981,2.0,5.227575,0.293347,9.003442999999997,5.828035
2.0,1.7742708565121408,1.825072,0.46884,4.811986,11.805871,2.0,0.29438000000000003,3.0,4.717711202433635,0.306103,9.178948,7.0634960000000016
1.0,1.765781,1.458722,0.269407,7.477734,5.899187,2.0,0.088229,2.0,4.717711202433635,0.524242,8.961812,7.972408057522115
2.0,1.759093,1.284864,1.642455,6.35346889258029,12.267157,2.0,0.086899,2.0,4.717711202433635,2.17747,9.161482,7.0093630000000005
1.0,1.768593,1.252895,0.32235,3.665374,13.015038,3.0,0.300837,3.0,5.606807,0.363906,8.868812,8.44703
4.0,1.7729259999999998,1.173422,0.90082,12.497765,8.639255985619464,2.0,0.727366,4.0,9.420336,1.992691,9.179633,4.4623610000000005
2.0,1.763075,1.200884,0.309404,9.462155,7.2956759999999985,3.0,0.032138,2.0,6.385383,1.175728,9.03373651602211,7.720047
2.0,1.780204,1.530742,1.23401,6.35346889258029,7.669756,2.0,0.659041,4.0,1.691079,1.016552,9.018845,5.420503
1.0,1.7811990000000002,1.658832,0.367683,7.121283999999998,2.285839,2.0,0.24289,2.0,4.203951,0.823961,9.046419,10.598327
1.0,1.776303,1.152951,0.49617,3.560013,1.656535,3.0,0.36658905088495536,3.0,1.324008,0.7768885747508306,8.930183999999997,4.377714
1.0,1.795509,1.160665,0.771319,7.231228999999999,8.525684,2.0,0.597076,2.0,4.074115,0.433087,9.03373651602211,3.2864480000000005
3.0,1.774058,1.597092,1.152073,8.305017999999999,6.6321210000000015,2.0,0.81261,3.0,4.702728,1.338278,8.997705,9.997323
1.0,1.7863790000000002,1.082035,1.2005549999999998,7.804976,3.381123,2.0,0.325777,1.0,7.622269,0.276681,9.001177,7.972408057522115
4.0,1.774721,0.996707,0.641145,11.558234,19.513468,2.0,0.094055,3.0,6.349924,0.15626800000000002,9.023412,8.955248
4.0,1.7711689999999998,1.197101,0.127208,11.372556,17.866789999999995,2.0,0.121238,3.0,6.64037,1.176865,9.063704,12.300665
2.0,1.775443,1.485967,0.763562,5.819069,10.700618,2.0,0.452696,3.0,4.717711202433635,0.462583,9.008901,7.200838
2.0,1.78122,1.2805742610619473,0.039934,9.76916,3.1221810000000003,1.0,0.096861,2.0,6.08132,0.168954,9.099973,10.226625
1.0,1.777828,1.3383,0.090406,4.282733,2.55678,2.0,0.93691,1.0,2.570879,0.415508,9.046323,6.382555
1.0,1.773581,1.2272299999999998,0.402466,3.806541,7.789671,3.0,0.061741,3.0,5.783098000000002,0.803751,9.01412,7.647433
2.0,1.763068,1.878561,0.734793,6.221975,9.133683,2.0,0.734992,3.0,0.615104,0.7115819999999999,8.903977000000003,12.253266
3.0,1.776066,1.390995,1.042147,9.264296,3.795995,2.0,0.271143,3.0,2.484043,1.024101,8.909913000000003,11.048816
1.0,1.775082,1.395494,0.197402,8.705084,0.940396,2.0,0.604194,2.0,4.717711202433635,1.2546620000000002,9.114466,7.008836
2.0,1.762561,1.501285,0.706125,6.654274000000001,11.232526,2.0,0.447183,3.0,3.661395,0.60925,9.073535,4.393982
3.0,1.778023,1.2805742610619473,0.9002959999999999,4.393792,2.880534,1.0,0.200215,5.0,2.07891,0.899653,9.050661,0.6977270000000001
2.0,1.769363,1.710502,0.354797,5.859523,13.352908,2.0,0.751969,3.0,1.663566,1.274499,9.154368,6.883926
1.0,1.782129,1.2225,0.599162,4.941761,9.466545,3.0,0.328119,3.0,4.091092,0.476174,9.03373651602211,3.33889
2.0,1.7698619999999998,1.080415,0.453853,9.549964,10.568063,1.0,0.5743010000000001,3.0,4.717711202433635,1.200535,9.101195,7.763007000000001
2.0,1.769753,1.737149,0.254709,5.081983,8.639255985619464,2.0,0.6789609999999999,2.0,6.532033,1.213483,8.98601,7.972408057522115
2.0,1.759157,1.00212,0.866993,5.95619,18.633469,2.0,0.376137,2.0,4.717711202433635,0.077827,9.06255,4.463401
2.0,1.7694919999999998,1.53671,0.14255,3.793897,10.978664,2.0,0.458901,3.0,8.044199,0.132183,9.029434,5.980797
3.0,1.784021,1.144457,0.97785,7.736723,9.917596,2.0,0.274049,3.0,4.577267,0.626984,8.939769,9.345838
2.0,1.7742708565121408,0.992617,0.65778,6.35346889258029,9.045296,1.0,0.290485,3.0,6.806332,0.7768885747508306,9.021798,5.032369
2.0,1.778442,0.852258,0.823995,7.198032,14.822603,2.0,0.309096,2.0,6.42092,0.6916760000000001,9.072048,10.90752
3.0,1.773907,1.346224,0.248309,4.374112,16.817517000000002,2.0,0.512065,4.0,2.813525,0.233047,9.042739,8.702007
1.0,1.7742708565121408,1.675874,0.593302,5.766097,6.460618,2.0,0.015513999999999997,2.0,4.717711202433635,0.371033,9.03373651602211,9.428642
5.0,1.7816900000000002,1.348301,0.7812100000000001,4.833844999999998,8.639255985619464,2.0,0.12383800000000003,5.0,3.02772,1.313033,8.875796000000003,10.511194
1.0,1.762314,0.978747,0.954005,5.0496370000000015,8.639255985619464,2.0,0.420674,2.0,4.717711202433635,0.4727810000000001,9.119739,6.264878
3.0,1.7742708565121408,1.560481,0.7983979999999999,7.632875999999999,8.639255985619464,2.0,0.930196,5.0,7.406136,0.392479,9.093722,8.44975
2.0,1.7768560000000002,1.020957,1.0301049999999998,5.5742660000000015,15.790308,2.0,0.057195,2.0,7.700931,1.853891,8.932533,7.639829
3.0,1.767164,1.325798,0.223048,9.869184,7.743927,2.0,0.349999,4.0,6.6142080000000005,0.249637,9.078605,11.606859
3.0,1.7788099999999998,1.625906,0.851093,8.748768,0.07899,3.0,0.225589,4.0,7.137334,1.381224,8.998391,7.972408057522115
2.0,1.773897,1.616505,0.227399,6.808161,13.84521,2.0,0.079763,2.0,4.469846,0.607268,9.030882,6.833121
3.0,1.758736,1.280738,1.474572,10.399182,15.834988,2.0,0.254308,2.0,2.92565,1.100781,8.989021000000003,11.396813
1.0,1.759406,1.335761,0.099707,5.426897,0.061215,2.0,0.69997,3.0,4.153466000000001,0.048071,9.096655,5.582335
2.0,1.791327,1.737868,1.029494,9.734948,8.624407000000001,3.0,0.773881,2.0,1.779429,0.258278,9.039789,6.885745
2.0,1.774876,1.071542,1.055124,6.131901,8.639255985619464,2.0,0.118414,2.0,4.404902,0.138373,9.06588,10.997698
3.0,1.767841,1.363179,1.126749,6.347996,1.629074,1.0,0.801936,4.0,0.905256,0.500955,9.03373651602211,8.776464
2.0,1.773783,1.428582,1.222139,6.874678,1.218394,2.0,0.36658905088495536,3.0,7.344287,0.323913,8.952886999999997,9.213571
2.0,1.760364,1.184088,0.572539,6.960936,7.397715,2.0,0.686022,3.0,5.2677580000000015,0.7768885747508306,9.017126,9.229537
2.0,1.78618,1.491664,1.136954,8.759397,11.796997,2.0,0.061734,2.0,5.319149,0.6695810000000001,9.097814,9.131352
2.0,1.7789990000000002,1.056365,0.578015,8.594097999999999,7.476625999999999,2.0,0.478438,2.0,2.484954,0.7768885747508306,8.982581,13.380712
2.0,1.7719740000000002,1.163604,0.640642,6.35346889258029,18.634678,2.0,0.080277,1.0,7.400500999999998,0.7768885747508306,8.978506,10.219123
2.0,1.7742708565121408,1.2203540000000002,0.631735,6.542368,9.954862,2.0,0.4199,3.0,0.998594,0.7768885747508306,9.017677,8.182051
1.0,1.7597310000000002,1.612823,0.726126,4.114694999999998,6.57545,3.0,0.066278,1.0,6.015982,0.475127,8.889972,7.972408057522115
1.0,1.7815900000000002,1.103478,0.626679,5.2253050000000005,5.166195,3.0,0.444978,2.0,4.717711202433635,0.872482,8.921201,7.972408057522115
2.0,1.779607,1.560194,0.684801,6.71528,13.693625,2.0,0.321585,2.0,4.817798000000002,0.238919,9.080026,8.036888000000001
1.0,1.7820330000000002,1.369872,1.457229,6.524424,8.639255985619464,2.0,0.724274,2.0,4.717711202433635,1.170932,9.03373651602211,3.754515
1.0,1.780012,1.2805742610619473,1.567525,4.823164,0.753973,2.0,0.36658905088495536,3.0,4.717711202433635,0.79891,8.931252,11.894912
2.0,1.767589,1.162465,0.8468559999999999,5.635686,12.642067,2.0,0.039865,4.0,5.530431,0.403947,8.973039,7.972408057522115
2.0,1.768963,1.387209,1.140703,7.078817,10.024951,2.0,0.4150390000000001,2.0,8.136099,0.7768885747508306,9.062505,10.133176
1.0,1.773311,1.518993,0.322921,6.35511,4.65224,3.0,0.061122,2.0,0.404657,0.7768885747508306,9.017555,9.154312
1.0,1.766857,1.2805742610619473,0.440705,4.459674,6.357307,2.0,0.163645,2.0,5.140889,0.641299,9.03373651602211,2.4431580000000004
2.0,1.767775,1.331778,0.306522,7.628164999999999,14.038228,2.0,0.36658905088495536,2.0,4.211602,1.169656,9.077101,13.297541
2.0,1.7804220000000002,1.312174,1.342963,2.366486,8.191072,2.0,0.61177,4.0,4.316736,0.478394,9.024168,5.705164
1.0,1.773645,1.375153,0.22180100000000005,6.812646000000001,11.08266,3.0,0.474609,2.0,4.717711202433635,1.207398,9.03373651602211,6.9775490000000016
3.0,1.779755,1.541106,0.891447,9.128108,12.067708,2.0,0.12241,3.0,4.045585,0.425676,9.03373651602211,10.303737
2.0,1.765041,1.147912,0.546702,6.650755,5.6635550000000014,3.0,0.47767,4.0,4.378635,0.672413,9.03373651602211,8.42886
1.0,1.770196,1.00102,1.435918,7.721316000000002,5.801558999999999,2.0,0.537267,2.0,1.585946,0.45353,9.146389,6.572315
1.0,1.769984,1.099597,0.095502,4.553207,1.949003,3.0,0.32760900000000004,2.0,2.858535,0.469333,9.093688,8.269867
2.0,1.7833169999999998,0.766898,0.072769,5.161331,4.346938,2.0,0.36658905088495536,3.0,6.315685,0.7795340000000001,9.119566,9.3327
2.0,1.7803369999999998,1.362266,1.733413,8.362492,8.639255985619464,2.0,0.152382,2.0,12.356997,0.036259,9.123342,11.53835
1.0,1.764933,1.1747379999999998,1.232146,6.06642,8.130048,2.0,0.36658905088495536,2.0,5.48234,0.789658,8.963277,7.209942
1.0,1.781618,1.403214,0.6686489999999999,5.726333,7.1419440000000005,2.0,0.209465,2.0,4.417471,0.22782,9.031692,10.872797
2.0,1.7742708565121408,1.365213,1.395856,4.104739,7.350282000000001,3.0,0.36658905088495536,3.0,3.853695,0.227352,9.03373651602211,12.962278
1.0,1.770598,1.697193,1.6640830000000002,7.540087,4.731216000000001,1.0,0.199543,2.0,8.661344,0.578496,8.941519,6.734553999999998
2.0,1.773602,1.512256,1.494004,6.35346889258029,9.369496,1.0,0.36658905088495536,1.0,4.0868410000000015,0.274302,9.137427,8.427336
2.0,1.769702,1.250791,0.029172000000000007,7.929941,8.639255985619464,2.0,0.123066,3.0,3.724029,0.032912000000000004,9.107464,9.348436
2.0,1.776957,0.905614,0.041679,5.835049,10.966243,2.0,0.359255,1.0,7.535628999999999,0.7768885747508306,9.038265,11.050715
2.0,1.775341,0.6982119999999999,0.7489378473451328,9.517218,3.873365,2.0,0.687338,3.0,6.5909130000000005,0.17456,9.03373651602211,6.9844490000000015
1.0,1.7784380000000002,1.160756,0.127313,6.817925999999999,10.839861,2.0,0.112391,2.0,1.327791,0.319198,9.062543,7.64625
1.0,1.7708279999999998,1.26325,1.638595,6.35346889258029,1.360837,1.0,0.287268,1.0,3.68246,1.2979459999999998,9.039862,10.939909
2.0,1.7767689999999998,1.30165,1.094317,7.089322,8.581357,1.0,0.604366,3.0,2.4655,0.288039,9.013086,12.984937
2.0,1.76466,1.490614,0.538929,7.545585000000001,12.334207,2.0,0.6106659999999999,4.0,5.883826999999998,0.693751,9.027214,3.693684
1.0,1.770457,1.576674,1.041318,5.207484,1.148601,2.0,0.339403,3.0,8.252476,0.8671620000000001,8.997709,7.972408057522115
3.0,1.7699,1.61924,0.7489378473451328,5.709934,12.390737,2.0,0.27091,4.0,7.2691919999999985,0.051634000000000006,8.957889999999997,4.31096
1.0,1.76613,0.992278,1.197849,9.562766,9.046222,2.0,0.405198,2.0,3.5069999999999997,0.35935700000000004,8.99348,6.558353
1.0,1.7754880000000002,1.186919,1.211892,8.270859,4.837898,2.0,0.133755,2.0,0.031376999999999995,1.062174,9.141186,6.219593
2.0,1.7742708565121408,1.096335,1.270748,10.154891,5.061171,2.0,0.237454,2.0,2.13045,1.791609,9.050285,7.972408057522115
1.0,1.78424,1.143906,0.5864699999999999,6.535662,6.842153999999999,2.0,0.387264,2.0,5.930725,0.838249,9.141313,4.938427
1.0,1.785712,1.531096,0.7489378473451328,6.190876,5.732334,2.0,0.862757,2.0,0.514315,1.620152,9.034257,6.4221059999999985
1.0,1.765459,1.569902,1.100217,4.340391,6.102307,2.0,0.014619,2.0,8.600391,0.7768885747508306,9.101211,8.661171000000001
2.0,1.774765,1.285556,1.104657,5.524392,5.682862,2.0,0.31887600000000005,4.0,5.150596,1.598277,9.013457,6.7281
4.0,1.777392,1.124676,1.456339,9.674868,5.957416,2.0,3.7e-05,4.0,4.717711202433635,0.226748,9.033215,11.67013
1.0,1.78207,1.229296,0.5803229999999999,7.004317,0.261874,2.0,0.621471,1.0,2.796774,1.097364,8.966994,6.958303999999999
2.0,1.7660240000000005,1.2805742610619473,0.7489378473451328,3.767568,8.905541,2.0,0.561305,3.0,2.318293,1.519975,9.035346,10.205089
2.0,1.775255,0.823527,1.576477,5.56458,13.419027,2.0,0.261891,3.0,7.458903,0.909255,9.037097,7.972408057522115
1.0,1.775452,1.337152,1.006366,8.505552,6.503737,2.0,0.017075,2.0,2.130335,1.160757,9.152763,6.464437
2.0,1.7714419999999995,1.374421,0.7489378473451328,4.711509,1.802446,2.0,0.6738270000000001,3.0,7.1080809999999985,0.8599100000000001,8.952581,12.389562
1.0,1.7683060000000002,1.6280000000000001,1.170648,0.324498,4.560976,2.0,0.17111400000000002,2.0,10.664995,0.7504569999999999,9.144015,6.478185
2.0,1.769668,0.931536,0.041889,6.35346889258029,4.9469949999999985,1.0,0.091204,3.0,8.059357,0.748496,9.03373651602211,7.200433
1.0,1.7742708565121408,1.643579,0.796138,4.257696,8.093457,2.0,0.147702,2.0,2.471251,0.7768885747508306,9.070082,7.453633
2.0,1.785981,1.2805742610619473,1.036049,10.231761,1.414822,2.0,0.393063,3.0,3.1043540000000003,0.533964,9.102043,8.576015
1.0,1.7742708565121408,1.335366,0.923553,7.051653,10.410702,3.0,0.08025700000000001,1.0,6.994173,0.193278,9.031838,8.630873
1.0,1.775911,1.220834,1.887967,2.709567,8.639255985619464,1.0,0.36658905088495536,2.0,4.717711202433635,0.610258,9.005229,7.780278
2.0,1.764996,1.388221,0.193604,5.649897,8.278817,2.0,0.227782,3.0,4.717711202433635,0.862452,9.04624,3.679797
1.0,1.7727849999999998,1.216652,0.315551,6.969619000000002,4.261336,2.0,0.01394,1.0,7.450827,0.383117,9.074246,10.253545
1.0,1.788203,1.022944,0.960638,4.775817,2.535483,2.0,0.46375,2.0,6.232325,1.102577,8.97948,7.469583
4.0,1.7742708565121408,1.412147,0.474978,1.920787,16.390189000000003,3.0,0.481376,5.0,4.717711202433635,0.7571720000000001,9.038985,5.05327
2.0,1.768198,1.7550990000000002,0.7489378473451328,3.315381,8.639255985619464,2.0,0.389743,3.0,1.1353950000000002,0.950719,9.037012,10.548419
3.0,1.7769970000000002,1.080249,0.389611,6.35346889258029,14.247457999999998,2.0,0.26492,4.0,3.199677,2.095185,9.016426,12.329226
4.0,1.7836490000000005,1.2805742610619473,0.039029,7.119684,7.76035,2.0,0.245759,5.0,7.220649000000001,0.7768885747508306,8.951124,7.826088
1.0,1.790768,1.466149,1.062041,2.600318,3.617504,2.0,0.18096,2.0,4.451886,0.881865,8.9473,7.145625
2.0,1.7585099999999998,1.408006,0.8352569999999999,8.545371000000001,7.166841000000002,2.0,0.327022,3.0,3.905466000000001,1.341097,9.103493,11.345085
2.0,1.7802369999999998,1.388963,1.069922,8.667814,12.993898,1.0,0.014141,3.0,7.1113490000000015,0.22558000000000006,9.022885,7.578711999999999
2.0,1.7745240000000002,0.6096729999999999,0.4839350000000001,5.157186,14.469862,2.0,0.128296,3.0,8.71224,1.37121,9.099298,5.778349
1.0,1.764981,1.813328,0.803649,2.582325,13.082295,3.0,0.36658905088495536,3.0,3.164982,0.395484,9.020388,6.717445
1.0,1.773623,1.640632,1.135832,4.593602,10.794506,2.0,0.4158560000000001,1.0,8.491647,0.378904,9.102042,7.347434
1.0,1.772995,1.237492,0.049096,7.763547,10.081123,3.0,0.136224,2.0,4.754222,0.690303,8.886508000000003,8.124822
4.0,1.769807,1.343883,0.408263,2.070177,9.892355,1.0,0.84275,5.0,4.533447,0.288479,9.057824,8.695596
1.0,1.768921,1.203766,1.402859,6.35346889258029,8.968973,2.0,0.193321,2.0,4.717711202433635,0.7768885747508306,9.03373651602211,8.224084
2.0,1.784244,1.1548120000000002,0.273864,5.324513,16.626513,3.0,0.449365,2.0,4.824211,0.7768885747508306,9.03373651602211,5.405508
2.0,1.7701330000000002,1.138403,0.813358,7.551266,6.847206,1.0,0.680118,3.0,0.662836,0.884611,9.006019,9.795463
2.0,1.7722759999999995,0.809896,0.450811,4.683989,3.515878,2.0,0.287882,3.0,8.903236,0.25921500000000003,9.03178,9.392878
1.0,1.780825,1.3885379999999998,0.930309,5.883929,10.150459,2.0,0.543657,2.0,5.458691,1.267081,9.075476,6.357871
2.0,1.763194,1.44665,0.21467600000000006,5.440232,10.401024,2.0,1.227575,3.0,4.637093,1.508748,9.143301,6.886417999999999
2.0,1.778486,0.994517,1.21481,8.775111,8.758842999999999,3.0,0.5096,4.0,4.271757,0.554243,8.951533999999997,7.335561
2.0,1.776191,1.2805742610619473,0.8710950000000001,7.081156,10.716565,2.0,0.318254,2.0,5.052429,0.548426,9.03373651602211,10.903214
2.0,1.7829970000000002,1.441504,0.6530229999999999,8.224563,11.667362,3.0,0.235165,2.0,1.587511,1.810806,9.068958,12.421359
1.0,1.779452,1.004426,0.6414810000000001,6.300002,4.521138,2.0,0.255166,2.0,8.881892,0.6312399999999999,8.98372,9.676997
2.0,1.788648,1.2805742610619473,0.078576,6.35346889258029,13.558656,2.0,0.049677,3.0,3.631892,0.777036,9.060159,9.392096
2.0,1.7554459999999998,1.2805742610619473,0.435791,4.964329,1.106635,2.0,0.394773,4.0,8.957875999999997,0.122678,8.979385,11.176194
3.0,1.7850580000000005,1.349539,0.263785,11.632619,13.260915,2.0,0.510057,1.0,6.378662,1.246176,8.987381,11.148697
2.0,1.7893560000000002,1.447755,1.607455,6.832461,8.639255985619464,2.0,0.281558,3.0,6.29956,0.682955,8.917474,6.797695
2.0,1.778273,0.798157,0.7489378473451328,6.461298,12.293399,2.0,0.647257,3.0,4.717711202433635,0.478113,8.918616,7.972408057522115
2.0,1.766601,1.433641,1.417892,5.318422,5.120991,2.0,0.519736,3.0,6.0467010000000005,0.420306,9.001491,12.172399
2.0,1.774866,1.185162,0.442029,4.790831,6.955572,2.0,0.36658905088495536,3.0,6.0661010000000015,1.884244,9.128322,5.3993660000000006
2.0,1.7742708565121408,1.363627,0.79667,5.655035,11.734855,2.0,0.227602,3.0,2.507855,1.125398,9.03373651602211,9.489049
2.0,1.772415,1.2805742610619473,1.079664,3.386843,8.639255985619464,2.0,0.070965,3.0,4.717711202433635,0.7768885747508306,8.980524,11.160917
2.0,1.7742708565121408,1.2805742610619473,0.921649,5.654961,13.613853,2.0,0.85335,2.0,6.835862,0.7768885747508306,9.05366,13.695595
1.0,1.791222,1.20264,0.8765209999999999,4.335488,7.231598,2.0,0.351078,2.0,4.394864,0.7768885747508306,8.935889,6.609068
1.0,1.77446,1.2805742610619473,1.109412,2.198984,10.974231,2.0,0.626271,3.0,5.68968,1.1903629999999998,9.073733,9.043586
3.0,1.784398,1.293688,0.178543,8.711846000000001,8.639255985619464,2.0,0.275038,4.0,6.506028,0.8965930000000001,9.182043,5.892757
2.0,1.7742708565121408,0.7291890000000001,0.724766,6.99632,6.8955020000000005,2.0,0.039534,3.0,8.120322,0.340006,8.958559,7.903957000000001
1.0,1.756325,1.270383,0.5314760000000001,5.561911,6.554649,2.0,0.927677,3.0,3.009225,0.209642,9.053498,7.972408057522115
1.0,1.7669720000000002,1.22245,0.302128,6.35346889258029,8.466911,3.0,0.410363,3.0,4.192383,0.778796,8.87289,3.203256
1.0,1.784678,1.437276,0.842234,6.310234,0.814746,2.0,0.544071,3.0,5.555553,0.369606,9.035378,6.785237
3.0,1.766657,1.05663,0.781506,7.202244,4.7049330000000005,2.0,0.36658905088495536,4.0,7.67352,0.7768885747508306,8.99281,7.416538
1.0,1.770878,1.4753969999999998,1.784525,5.97435,6.276072,3.0,0.082704,3.0,3.363861,0.272014,9.127294,7.972408057522115
2.0,1.772323,1.354527,1.105423,4.747473,2.90424,2.0,0.597705,3.0,2.19923,0.517004,9.027271,8.81551
2.0,1.7741330000000002,1.616069,1.275362,7.000178999999998,0.097039,2.0,0.422344,3.0,4.5998839999999985,0.088741,9.127276,12.369561
2.0,1.775051,1.377088,1.189275,7.703433,12.443661,2.0,0.61695,1.0,4.155054,0.85516,8.988800999999997,11.380215
4.0,1.76665,1.598355,1.327872,4.812874,20.769946,2.0,0.4228020000000001,5.0,4.717711202433635,0.385813,9.016828,7.150772999999999
2.0,1.7717330000000002,1.2805742610619473,0.527374,7.057438,12.54655,1.0,0.021942,3.0,6.061188,0.630678,9.142781,5.760256
1.0,1.7742708565121408,1.2449940000000002,0.3862,8.173287,1.313349,2.0,0.23055100000000006,1.0,4.717711202433635,0.518845,9.082118,10.904591
3.0,1.767538,0.976904,0.909044,4.621264,13.642475,2.0,0.36658905088495536,4.0,5.730675,1.47976,8.860258,8.111445
1.0,1.789208,1.70812,0.373269,4.794604,6.083866,1.0,0.036065,2.0,2.50161,0.920524,9.083557,7.507063
4.0,1.788138,1.809151,0.7489378473451328,10.339381,7.375008999999999,2.0,0.36658905088495536,5.0,6.6440160000000015,0.449116,9.03373651602211,8.079384
1.0,1.769098,1.249299,1.487666,5.1609370000000006,8.218461999999999,2.0,0.375304,3.0,4.717711202433635,0.7768885747508306,9.07815,5.699334
1.0,1.763807,1.200014,0.5281899999999999,6.5562179999999985,9.684478,2.0,0.36658905088495536,2.0,7.634411,1.038816,8.9262,7.271656
1.0,1.773525,1.54829,0.072487,5.5111300000000005,8.639255985619464,2.0,0.219246,3.0,3.880731,0.621121,9.07133,12.044039
1.0,1.782436,0.95748,0.409974,6.1709580000000015,8.663524,2.0,0.623097,2.0,3.410274,0.8913209999999999,9.140008,9.547959
3.0,1.7745650000000002,1.05332,0.240192,3.139873,12.750895,2.0,0.36658905088495536,4.0,4.717711202433635,1.840463,9.178958,7.348538
3.0,1.7714439999999998,0.937138,0.411199,7.291816000000002,9.101801,2.0,0.6918449999999999,4.0,9.273229,1.104242,8.902411,5.617115
